word	hiragana	furigana	JLPT	kaishi	english	RIRIKKU_RANK	RIRIKKU_TIER
死者	ししゃ	死[し] 者[しゃ]	-1	0	the deceased, the dead	2999	C
そつ	そつ	-	-1	0	-	3001	C
卒	そつ	-	-1	0	-	3001	C
クーポン	クーポン	-	-1	0	-	3003	C
検察	けんさつ	検察[けんさつ]	-1	0	criminal investigation; prosecution	3003	F
連覇	れんぱ	連覇[れんぱ]	-1	0	consecutive championships	3003	U
にせよ	にせよ	-	-1	0	-	3004	U
テクニック	テクニック	-	-1	0	-	3004	F
在留	ざいりゅう	-	-1	0	-	3004	U
呼び掛ける	よびかける	呼[よ]び 掛[か]ける	-1	0	[vt] call to; appeal to	3005	U
情勢	じょうせい	情勢[じょうせい]	1	0	state of things, situation	3005	F
農村	のうそん	農村[のうそん]	2	0	farm village	3006	F
全体的	ぜんたいてき	-	-1	0	-	3007	C
書き込む	かきこむ	-	-1	0	-	3007	U
人殺し	ひとごろし	人殺[ひとごろ]し	-1	0	murder(er)	3008	U
肉饅	にくまん	-	-1	0	-	3009	U
少将	しょうしょう	-	-1	0	-	3010	F
結果的	けっかてき	-	-1	0	-	3010	C
こつ	こつ	-	-1	0	-	3011	F
ファイヤー	ファイヤー	-	-1	0	-	3011	U
大樹	たいじゅ	-	-1	0	-	3011	U
折	おり	折[おり]	-1	0	occasion, time, chance, opportunity	3011	F
秀	しゅう	-	-1	0	-	3011	F
コイズミ	こいずみ	-	-1	0	-	3012	C
ジミー	ジミー	-	-1	0	-	3012	U
ミュージカル	ミュージカル	-	-1	0	-	3012	F
抱き締める	だきしめる	-	-1	0	-	3012	F
カワシマ	かわしま	-	-1	0	-	3013	C
活発	かっぱつ	-	1	0	-	3013	F
ボディ	ボディ	-	-1	0	-	3014	C
ポリシー	ポリシー	-	-1	0	-	3014	U
ご連絡	ごれんらく	-	-1	0	-	3015	F
回し	まわし	-	-1	0	-	3015	U
われら	われら	-	-1	0	-	3016	U
メルマガ	メルマガ	-	-1	0	-	3016	U
我等	われら	我等[われら]	-1	0	we, us	3016	U
散る	ちる	散[ち]る	2	0	[vi] scatter, disperse, break up, dissipate fall, be scattered / shed; die	3016	F
ソリューション	ソリューション	-	-1	0	-	3018	U
モビル	モビル	-	-1	0	-	3018	C
経路	けいろ	-	1	0	-	3018	F
解約	かいやく	-	-1	0	-	3018	U
ふるう	ふるう	-	-1	0	-	3019	U
大家	おおや	大[おお] 家[や]	3	0	landlord, owner of a rented house or flat [apartment]	3019	F
振るう	ふるう	-	-1	0	-	3019	F
切	せつ	-	-1	0	-	3020	F
ミシェル	ミシェル	-	-1	0	-	3021	F
公民	こうみん	-	-1	0	-	3021	U
熟す	じゅくす	熟[じゅく]す	-1	0	to be ripen, to mature	3021	C
町名	ちょうめい	町名[ちょうめい]	-1	0	town name	3021	C
世界的	せかいてき	-	-1	0	-	3022	F
お水	おみず	-	-1	0	-	3023	F
ばら	ばら	-	-1	0	-	3023	F
併設	へいせつ	-	-1	0	-	3023	U
繁殖	はんしょく	-	1	0	-	3023	F
入	いり	-	-1	0	-	3024	C
スミコ	すみこ	-	-1	0	-	3025	U
余	よ	-	-1	0	-	3025	F
薄毛	うすげ	-	-1	0	-	3025	U
ぐう	ぐう	-	-1	0	-	3026	U
ちら	ちら	-	-1	0	-	3026	U
とかす	とかす	-	-1	0	-	3026	F
もうかる	もうかる	-	-1	0	-	3026	F
イコール	イコール	-	2	0	-	3026	U
イズ	イズ	-	-1	0	-	3026	F
カレンダー	カレンダー	-	5	0	-	3026	F
ズーム	ズーム	-	-1	0	-	3026	F
フィンランド	フィンランド	-	-1	0	-	3026	F
ブルーベリー	ブルーベリー	-	-1	0	-	3026	F
メレンゲ	メレンゲ	-	-1	0	-	3026	U
一二	いちに	-	-1	0	-	3026	F
儲かる	もうかる	儲[もう]かる	2	0	[vi] yield a profit, be profitable	3026	F
常勤	じょうきん	-	-1	0	-	3026	F
年表	ねんぴょう	-	-1	0	-	3026	U
幹事	かんじ	幹事[かんじ]	-1	0	manager, secretary; organizer	3026	F
手書き	てがき	-	-1	0	-	3026	U
持ち上げる	もちあげる	持[も]ち 上[あ]げる	3	0	to lift (up), to hold up, to flatter, to praise	3026	F
溶かす	とかす	溶[と]かす	2	0	[vt] dissolve, liquefy, [s]melt sugar, metal, snow, …	3026	F
疾っく	とっく	-	-1	0	-	3026	F
突破	とっぱ	突[とっ] 破[ぱ]	1	0	する：to break through, to exceed (100,000, etc.)	3026	C
組員	くみいん	-	-1	0	-	3026	U
ウエスト	ウエスト	-	-1	0	-	3027	F
励ます	はげます	励[はげ]ます	1	0	to encourage, to cheer up	3027	F
振り向く	ふりむく	振[ふ]り 向[む]く	-1	1	to look back, to turn around	3027	F
限度	げんど	限[げん] 度[ど]	2	0	limit, limitation (quantity)	3027	F
あれる	あれる	-	-1	0	-	3028	F
いらいら	いらいら	-	3	0	-	3028	C
きりん	きりん	-	-1	0	-	3028	U
ぎり	ぎり	-	-1	0	-	3028	F
しめ	しめ	-	-1	0	-	3028	U
ぱあ	ぱあ	-	-1	0	-	3028	U
めす	めす	-	-1	0	-	3028	F
もやし	もやし	-	-1	0	-	3028	U
ゆず	ゆず	-	-1	0	-	3028	F
イエヤス	いえやす	-	-1	0	-	3028	C
ウィンナ	ウィンナ	-	-1	0	-	3028	U
オデュッセイア	オデュッセイア	-	-1	0	-	3028	C
カトウ	カトウ	-	-1	0	-	3028	C
ゼウス	ゼウス	-	-1	0	-	3028	U
テツロウ	てつろう	-	-1	0	-	3028	C
デジモン	デジモン	-	-1	0	-	3028	U
トクガワ	とくがわ	-	-1	0	-	3028	C
マンゴー	マンゴー	-	-1	0	-	3028	U
ミキオ	みきお	-	-1	0	-	3028	U
ヤク	ヤク	-	-1	0	-	3028	C
ルカ	ルカ	-	-1	0	-	3028	F
レフェリー	レフェリー	-	-1	0	-	3028	U
受診	じゅしん	-	-1	0	-	3028	U
台所	だいどころ	台所[だいどころ]	5	0	kitchen	3028	F
左利き	ひだりきき	左利[ひだりき]き	1	0	left-handed; heavy drinker	3028	U
念仏	ねんぶつ	念仏[ねんぶつ]	-1	0	Buddhist invocation, prayer to Amitabha	3028	U
慶応	けいおう	-	-1	0	-	3028	F
打ち上げ	うちあげ	打[う]ち 上[あ]げ	-1	0	launch	3028	F
断層	だんそう	断[だん] 層[そう]	-1	0	fault	3028	U
柚子	ゆず	-	-1	0	-	3028	U
漬け物	つけもの	漬[つ]け 物[もの]	-1	0	pickles, pickled vegetables	3028	F
猪口	ちょこ	-	-1	0	-	3028	U
締め	しめ	-	-1	0	-	3028	U
署名	しょめい	署名[しょめい]	3	0	signature, autograph	3028	F
苛々	いらいら	-	1	0	-	3028	C
荒れる	あれる	荒[あ]れる	-1	0	[vi] become rough; run wild; be devastated	3028	F
萌やし	もやし	-	-1	0	-	3028	U
虫歯	むしば	虫歯[むしば]	3	0	decayed tooth	3028	U
裏返し	うらがえし	-	1	0	-	3028	U
西友	せいゆう	-	-1	0	-	3028	C
辛口	からくち	-	-1	0	-	3028	U
雉	きじ	-	-1	0	-	3028	U
雌	めす	雌[めす]	1	0	female	3028	F
駆動	くどう	駆動[くどう]	-1	0	driving force of a machine	3028	U
鳴く	なく	鳴[な]く	5	0	[vi] sing, chirp, caw; bark, meow, croack […]	3028	F
麒麟	きりん	-	-1	0	-	3028	U
うおー	うおー	-	-1	0	-	3029	C
手遅れ	ておくれ	-	1	0	-	3029	F
水系	すいけい	-	-1	0	-	3029	U
フットボール	フットボール	-	-1	0	-	3030	U
慰める	なぐさめる	慰[なぐさ]める	2	0	[vt] console, cheer up	3030	F
お母様	おかあさま	-	-1	0	-	3031	C
イチ	イチ	-	-1	0	-	3031	F
工	たくみ	-	-1	0	-	3031	F
伊達	だて	-	-1	0	-	3032	F
抽選	ちゅうせん	抽選[ちゅうせん]	1	0	drawing of lots, lottery	3032	F
薬物	やくぶつ	-	-1	0	-	3032	F
伝統的	でんとうてき	-	-1	0	-	3033	U
本音	ほんね	本音[ほんね]	1	0	one's real intentions	3033	F
逆転	ぎゃくてん	逆転[ぎゃくてん]	1	0	reversal, turnabout, inversion	3033	C
はめる	はめる	-	2	0	-	3034	F
嵌める	はめる	-	-1	0	-	3034	F
鎧	よろい	-	-1	0	-	3034	F
情	じょう	情[じょう]	1	0	emotion, sympathy	3035	F
紛争	ふんそう	紛争[ふんそう]	1	0	conflict, strife	3035	C
ほほ	ほほ	-	-1	0	-	3036	F
事務局	じむきょく	-	-1	0	-	3036	F
小泉	-	-	-1	0	-	3036	F
のめる	のめる	-	-1	0	-	3037	C
ネガティブ	ネガティブ	-	-1	0	-	3037	F
固める	かためる	固[かた]める	1	0	[vt] harden, solidify; strengthen	3037	F
１０日	とおか	-	5	0	-	3037	C
カップル	カップル	-	-1	0	-	3038	C
主導	しゅどう	主導[しゅどう]	1	0	initiative, leadership	3039	F
融合	ゆうごう	融合[ゆうごう]	-1	0	fusion	3039	F
代替	だいたい	代替[だいたい]	-1	0	substitution	3040	F
支度	したく	支[し] 度[たく]	3	0	preparation	3040	F
着替え	きがえ	着[き] 替[が]え	2	0	a change of clothes	3040	F
福岡県	ふくおかけん	福[ふく] 岡[おか] 県[けん]	-1	0	Fukuoka Prefecture (Kyushu region)	3040	F
だんご	だんご	-	-1	0	-	3041	F
まれ	まれ	-	-1	0	-	3041	F
団子	だんご	-	-1	0	-	3041	F
稀	まれ	-	2	0	-	3041	F
さいとう	さいとう	-	-1	0	-	3042	F
少数	しょうすう	-	1	0	-	3042	F
斎藤	さいとう	-	-1	0	-	3042	F
精々	せいぜい	-	3	0	-	3042	C
ブタ	ブタ	-	-1	0	-	3043	U
働き方	はたらきかた	-	-1	0	-	3044	C
徴収	ちょうしゅう	-	1	0	-	3044	F
おりる	おりる	-	-1	1	-	3045	F
ハチ	ハチ	-	-1	0	-	3045	U
大麻	たいま	大麻[たいま]	-1	0	hemp; paper amulet Shintō rites	3045	F
オムライス	オムライス	-	-1	0	-	3046	U
お宝	おたから	-	-1	0	-	3047	F
見失う	みうしなう	見失[みうしな]う	-1	0	[vt] lose sight of	3047	C
マシマ	ましま	-	-1	0	-	3048	U
何日	なんにち	何[なん] 日[にち]	-1	0	What Date	3048	C
世界一	せかいいち	-	-1	0	-	3049	F
併合	へいごう	-	-1	0	-	3049	U
勃発	ぼっぱつ	勃[ぼっ] 発[ぱつ]	-1	0	する：to break out, to occur suddenly	3049	U
何何	なになに	-	-1	0	-	3050	C
工作	こうさく	-	1	0	-	3050	C
体質	たいしつ	体質[たいしつ]	-1	0	physical constitution	3051	F
郊外	こうがい	郊外[こうがい]	4	0	suburbs, outskirts	3051	F
ノア	のあ	-	-1	0	-	3052	F
円堂	-	-	-1	0	-	3052	U
双方	そうほう	双方[そうほう]	-1	0	both sides [parties]	3052	F
お母ちゃん	おかあちゃん	-	-1	0	-	3053	U
ソン	ソン	-	-1	0	-	3053	U
プレミアム	プレミアム	-	-1	0	-	3053	C
主任	しゅにん	主[しゅ] 任[にん]	1	0	person in charge, head of a team, chief	3053	F
例外	れいがい	例外[れいがい]	2	0	exception	3054	C
近郊	きんこう	近郊[きんこう]	1	0	suburbs, outskirts	3054	U
レス	レス	-	-1	0	-	3055	F
トヨタ	トヨタ	-	-1	0	-	3056	U
上下	じょうげ	上下[じょうげ]	2	0	high and low; rise and fall; 1st and 2nd volumes	3056	C
係長	かかりちょう	係[かかり] 長[ちょう]	-1	0	subsection chief	3056	F
選び	えらび	-	-1	0	-	3056	F
境	さかい	境[さかい]	3	0	boundary	3057	F
宅	たく	-	3	0	-	3057	C
家出	いえで	-	1	0	-	3058	U
年版	-	-	-1	0	-	3058	U
月額	げつがく	-	-1	0	-	3058	F
拝見	はいけん	拝[はい] 見[けん]	4	0	する：to see, to have a look at (humble)	3059	F
論ずる	ろんずる	-	2	0	-	3059	C
プラットフォーム	プラットフォーム	-	-1	0	-	3061	F
混雑	こんざつ	混雑[こんざつ]	3	0	confusion, disorder, congestion	3061	U
シャッター	シャッター	-	2	0	-	3062	F
杉	すぎ	杉[すぎ]	2	0	Japanese cedar	3062	F
犯罪者	はんざいしゃ	犯[はん] 罪[ざい] 者[しゃ]	-1	0	criminal, offender	3063	C
産経	-	-	-1	0	-	3063	U
後任	こうにん	後任[こうにん]	-1	0	successor, replacement	3064	U
豪	ごう	-	-1	0	-	3064	U
案件	あんけん	-	-1	0	-	3065	F
生放送	なまほうそう	-	-1	0	-	3065	C
今こそ	いまこそ	-	-1	0	-	3066	C
同人	どうじん	-	-1	0	-	3066	C
家督	かとく	家[か] 督[とく]	-1	0	headship of a family, a family's estate ♢	3066	U
ひそか	ひそか	-	-1	0	-	3067	F
呼び	-	-	-1	0	-	3067	C
密か	ひそか	-	1	0	-	3067	F
根本	こんぽん	根本[こんぽん]	1	0	basis, foundation; origin, source	3067	F
サイトウ	サイトウ	-	-1	0	-	3068	C
大門	だいもん	-	-1	0	-	3068	U
青少年	せいしょうねん	青[せい] 少[しょう] 年[ねん]	2	0	juveniles, young people	3068	F
マナー	マナー	-	-1	0	-	3069	F
値動き	ねうごき	-	-1	0	-	3069	U
北条	-	-	-1	0	-	3069	F
悲劇	ひげき	悲劇[ひげき]	3	0	tragedy, tragic drama	3070	F
おもいっきり	おもいっきり	-	-1	0	-	3071	C
思いっきり	おもいっきり	-	2	0	-	3071	C
軍隊	ぐんたい	軍隊[ぐんたい]	3	0	army, troops	3071	C
履歴	りれき	履歴[りれき]	1	0	personal history, career	3072	F
かり	かり	-	-1	0	-	3073	U
死刑	しけい	死刑[しけい]	1	0	capital punishment, death penalty	3073	F
やぁ	やぁ	-	-1	0	-	3074	C
応用	おうよう	応用[おうよう]	2	0	practical application	3075	F
もれる	もれる	-	-1	1	-	3076	U
カウンター	カウンター	-	-1	0	-	3076	F
ベイ	ベイ	-	-1	0	-	3076	F
ライバル	ライバル	-	-1	0	-	3076	C
抱きしめる	だきしめる	-	-1	0	-	3078	F
抱え	かかえ	-	-1	0	-	3079	U
貴	き	-	-1	0	-	3079	F
男爵	だんしゃく	男爵[だんしゃく]	-1	0	baron	3080	U
いっつも	いっつも	-	-1	0	-	3081	F
ばっちり	ばっちり	-	-1	0	-	3081	F
日中	にっちゅう	日中[にっちゅう]	3	0	during the day	3081	F
ナショナル	ナショナル	-	-1	0	-	3082	U
にこにこ	にこにこ	-	2	0	-	3083	F
ターゲット	ターゲット	-	-1	0	-	3083	F
モリカワ	もりかわ	-	-1	0	-	3083	U
無用	むよう	無用[むよう]	1	0	useless; unnecessary; forbidden	3083	F
訴え	うったえ	訴[うった]え	1	0	lawsuit, action, appeal, complaint	3083	F
遠慮なく	えんりょなく	-	-1	0	-	3083	C
支	し	-	-1	0	-	3084	U
晋	しん	-	-1	0	-	3084	C
さかい	さかい	-	-1	0	-	3085	F
カレッジ	カレッジ	-	-1	0	-	3085	U
主役	しゅやく	主[しゅ] 役[やく]	2	0	the star [leading] role (in a play, etc.)	3085	C
取扱	とりあつかい	取扱[とりあつかい]	-1	0	handling, treatment; trading, dealing, selling; manipulation, operation; service	3085	F
息遣い	いきづかい	-	-1	0	-	3086	U
脱退	だったい	脱退[だったい]	1	0	withdrawal, secession	3086	U
沙	すな	沙[すな]	-1	0	sand, grit	3087	C
賠償	ばいしょう	-	1	0	-	3087	C
きらきら	きらきら	-	-1	0	-	3088	F
とぼける	とぼける	-	-1	0	-	3088	C
ボトム	ボトム	-	-1	0	-	3088	U
恍ける	とぼける	-	-1	0	-	3088	C
耐え	-	-	-1	0	-	3088	U
そのうち	そのうち	-	3	1	-	3089	C
ふうせん	ふうせん	-	-1	0	-	3089	F
決議	けつぎ	-	1	0	-	3089	F
風船	ふうせん	風船[ふうせん]	2	0	balloon	3089	F
インフラ	インフラ	-	-1	0	-	3090	U
タナベ	たなべ	-	-1	0	-	3090	F
モーター	モーター	-	2	0	-	3090	F
著者	ちょしゃ	著者[ちょしゃ]	3	0	author, writer	3090	F
フォード	フォード	-	-1	0	-	3091	F
小倉	-	-	-1	0	-	3091	U
櫓	やぐら	-	-1	0	-	3091	U
ないか	ないか	-	-1	0	-	3092	F
ほえる	ほえる	-	-1	0	-	3092	F
庇う	かばう	-	-1	0	-	3092	U
葛	くず	葛[くず]	-1	0	kudzu (vine), arrowroot	3092	U
化粧水	けしょうすい	-	-1	0	-	3093	C
霊能	れいのう	-	-1	0	-	3093	U
おまかせ	おまかせ	-	-1	0	-	3094	U
五つ	いつつ	五[いつ]つ	5	1	five of something	3094	U
当局	とうきょく	当局[とうきょく]	-1	0	the authorities concerned	3094	F
かじ	かじ	-	-1	0	-	3095	F
家事	かじ	家事[かじ]	3	0	household affairs, housework	3095	F
尋常	じんじょう	-	-1	0	-	3095	U
真相	しんそう	真相[しんそう]	1	0	truth, facts, real situation	3095	F
みりん	みりん	-	-1	0	-	3096	U
もやす	もやす	-	-1	0	-	3096	C
ワクワク	ワクワク	-	-1	0	-	3096	C
司教	しきょう	-	-1	0	-	3096	U
味醂	みりん	-	-1	0	-	3096	U
燃やす	もやす	燃[も]やす	2	0	[vt] burn	3096	C
さわやか	さわやか	-	2	0	-	3097	U
タップ	タップ	-	-1	0	-	3097	U
爽やか	さわやか	-	1	0	-	3097	F
見通し	みとおし	-	1	0	-	3097	F
クリスチャン	クリスチャン	-	-1	0	-	3098	F
本心	ほんしん	本心[ほんしん]	-1	0	one's true mind [real intention] ; conscience	3098	U
派生	はせい	-	-1	0	-	3098	F
ある程度	あるていど	-	-1	0	-	3099	F
何者か	なにものか	-	-1	0	-	3099	C
動き出す	うごきだす	-	-1	0	-	3099	F
殺せる	-	-	-1	0	-	3099	U
処刑	しょけい	処刑[しょけい]	-1	0	execution, punishment	3101	F
報告書	ほうこくしょ	-	-1	0	-	3101	C
一撃	いちげき	-	-1	0	-	3102	F
加速	かそく	加[か] 速[そく]	2	0	する：to accelerate	3102	F
同梱	どうこん	-	-1	0	-	3102	F
察する	さっする	察[さっ]する	1	1	[vt] guess, conjecture, judge; sympathize with	3102	F
がっつり	がっつり	-	-1	0	-	3103	F
ひらがな	ひらがな	-	-1	0	-	3103	F
ぽんぽん	ぽんぽん	-	-1	0	-	3103	U
イラストレーター	イラストレーター	-	-1	0	-	3103	F
オダワラ	おだわら	-	-1	0	-	3103	C
カッコイイ	カッコイイ	-	-1	0	-	3103	F
シフォン	シフォン	-	-1	0	-	3103	U
バニラ	バニラ	-	-1	0	-	3103	U
プレゼン	プレゼン	-	-1	0	-	3103	F
初日	しょにち	-	-1	0	-	3103	C
半日	はんにち	-	-1	0	-	3103	F
平仮名	ひらがな	平[ひら] 仮[が] 名[な]	2	0	hiragana	3103	F
日日	ひび	-	-1	0	-	3103	U
物価	ぶっか	物価[ぶっか]	3	0	prices of commodities	3103	C
ミルク	ミルク	ミルク	3	0	Milk	3104	C
倉庫	そうこ	倉庫[そうこ]	2	0	ware-, storehouse	3104	C
認知症	にんちしょう	-	-1	0	-	3104	U
ナガサキ	ナガサキ	-	-1	0	-	3105	C
直通	ちょくつう	-	2	0	-	3105	U
インチ	インチ	-	-1	0	-	3106	C
オナニー	オナニー	-	-1	0	-	3106	U
出ろ	-	-	-1	0	-	3106	C
室内	しつない	室内[しつない]	-1	0	indoors	3106	F
裕	-	-	-1	0	-	3108	F
ぷっ	ぷっ	-	-1	0	-	3109	F
ラウンド	ラウンド	-	-1	0	-	3109	F
ユーチューブ	ユーチューブ	-	-1	0	-	3110	U
知	ち	-	-1	0	-	3110	F
守れる	-	-	-1	0	-	3111	C
演ずる	えんずる	-	1	0	-	3111	C
続編	ぞくへん	-	-1	0	-	3111	U
しさ	しさ	-	-1	0	-	3112	F
他社	たしゃ	-	-1	0	-	3112	F
示唆	しさ	示[し] 唆[さ]	-1	0	する：to suggest, to hint at	3112	F
説明会	せつめいかい	-	-1	0	-	3113	F
水素	すいそ	水素[すいそ]	2	0	hydrogen	3114	F
大名	だいみょう	大[だい] 名[みょう]	-1	0	daimyō, feudal lord「歴」	3115	F
グラフ	グラフ	-	1	0	-	3117	C
処方	しょほう	-	-1	0	-	3117	F
メード	メード	-	-1	0	-	3118	F
おとめ	おとめ	-	-1	0	-	3119	F
キャプション	キャプション	-	-1	0	-	3119	U
乙女	おとめ	乙女[おとめ]	1	0	virgin, maiden	3119	F
別人	べつじん	別[べつ] 人[じん]	-1	0	different person	3119	F
固有	こゆう	-	1	0	-	3120	F
署長	しょちょう	-	-1	0	-	3120	U
儀式	ぎしき	儀式[ぎしき]	2	0	ceremony, rite, ritual	3121	F
福山	-	-	-1	0	-	3121	U
保育園	ほいくえん	保[ほ] 育[いく] 園[えん]	-1	0	nursery school	3122	F
幼児	ようじ	幼児[ようじ]	2	0	young child, infant	3122	F
お客さま	おきゃくさま	-	-1	0	-	3123	C
がっかり	がっかり	-	3	0	-	3123	F
勲章	くんしょう	勲章[くんしょう]	-1	0	decoration, order, medal	3123	U
苛める	いじめる	苛[いじ]める	4	0	[vt] bully, torment	3123	C
グローバル	グローバル	-	-1	0	-	3124	C
手元	てもと	手元[てもと]	1	0	at hand, within reach; cash at hand	3124	C
インフルエンザ	インフルエンザ	-	-1	0	-	3125	F
ダニエル	ダニエル	-	-1	0	-	3125	F
やけに	やけに	-	-1	0	-	3126	C
学位	がくい	学位[がくい]	-1	0	academic degree	3126	U
幼馴染み	おさななじみ	幼馴[おさな] 染[なじ]み	-1	0	childhood friend	3126	U
創作	そうさく	創[そう] 作[さく]	2	0	original work	3127	F
行方不明	ゆくえふめい	行方[ゆくえ] 不[ふ] 明[めい]	-1	0	missing, lost	3128	C
おんなじ	おんなじ	-	-1	0	-	3129	U
重点	じゅうてん	重[じゅう] 点[てん]	2	0	important point, priority, emphasis	3129	F
ホンゴウ	ホンゴウ	-	-1	0	-	3130	U
堪らない	たまらない	堪[たま]らない	1	0	cannot bear; cannot help doing	3130	F
局長	きょくちょう	局[きょく] 長[ちょう]	-1	0	bureau chief	3130	F
託す	たくす	託[たく]す	-1	0	[vt] entrust sb. sth.	3130	C
ぼんやり	ぼんやり	-	3	1	vaguely, absent-mindedly	3131	F
クロイ	くろい	-	-1	0	-	3131	C
巡査	じゅんさ	巡査[じゅんさ]	2	0	police, patrolman	3131	F
ダイアナ	ダイアナ	-	-1	0	-	3132	U
付け加える	つけくわえる	-	1	0	-	3132	F
暴走	ぼうそう	暴走[ぼうそう]	-1	0	reckless driving; running wild	3132	C
頻度	ひんど	頻度[ひんど]	-1	0	frequency	3132	F
初めまして	はじめまして	初[はじ]めまして	-1	0	Hello, nice to meet you.	3133	F
サタン	サタン	-	-1	0	-	3134	U
再編	さいへん	-	-1	0	-	3134	F
蘇る	よみがえる	蘇[よみがえ]る	2	0	[vi] be recalled, brought back; revived, resuscitated, restored	3134	F
ヒロイン	ヒロイン	-	-1	0	-	3135	F
事柄	ことがら	-	1	0	-	3135	U
阻止	そし	阻止[そし]	1	0	obstruction, check, hindrance	3135	C
ハヤト	ハヤト	-	-1	0	-	3136	C
碑	いしぶみ	-	1	0	-	3136	F
ちっとも	ちっとも	-	4	0	-	3137	C
ジ	ジ	-	-1	0	-	3137	U
些とも	ちっとも	-	1	0	-	3137	C
弥勒	みろく	-	-1	0	-	3137	U
昼休み	ひるやすみ	昼休[ひるやす]み	4	0	noon recess, lunch break	3137	F
生まれ変わる	うまれかわる	-	-1	0	-	3137	F
蒼	あお	-	-1	0	-	3137	C
調達	ちょうたつ	-	-1	0	-	3138	F
ラベル	ラベル	-	1	0	-	3139	F
安藤	-	-	-1	0	-	3139	F
欲望	よくぼう	欲望[よくぼう]	1	0	desire, craving	3139	F
