word	hiragana	furigana	JLPT	kaishi	english	RIRIKKU_RANK	RIRIKKU_TIER
サンタフェ	サンタフェ	-	-1	0	-	-1	U
サンダル-sandal	-	-	-1	0	-	-1	U
サンダー-thunder	-	-	-1	0	-	-1	U
サンダーバード	サンダーバード	-	-1	0	-	-1	U
サンチュ	サンチュ	-	-1	0	-	-1	U
サンテレビ	さんてれび	-	-1	0	-	-1	U
サンテレビジョン	さんてれびじょん	-	-1	0	-	-1	U
サンディ	サンディ	-	-1	0	-	-1	U
サンディエゴ・パドレス	さんでぃえご・ぱどれす	-	-1	0	-	-1	U
サンデー-Sunday	-	-	-1	0	-	-1	U
サンデーサイレンス	さんでーさいれんす	-	-1	0	-	-1	U
サント	サント	-	-1	0	-	-1	U
サントウ	さんとう	-	-1	0	-	-1	U
サントウカ	さんとうか	-	-1	0	-	-1	U
サントス-santos	-	-	-1	0	-	-1	U
サンド-Sandoz	-	-	-1	0	-	-1	U
サンド-sand	-	-	-1	0	-	-1	U
サンド-sandwich	-	-	-1	0	-	-1	U
サンドイッチ-sandwich	-	-	-1	0	-	-1	U
サンドウィッチ	サンドウィッチ	-	-1	0	-	-1	U
サンドバッグ-sandbag	-	-	-1	0	-	-1	U
サンドペーパー	サンドペーパー	-	-1	0	-	-1	U
サンハトヤ	さんはとや	-	-1	0	-	-1	U
サンバ-samba	-	-	-1	0	-	-1	U
サンピン	サンピン	-	-1	0	-	-1	U
サンフラワー	サンフラワー	-	-1	0	-	-1	U
サンフレッチェ広島	サンフレッチェひろしま	-	-1	0	-	-1	U
サンプラ	さんぷら	-	-1	0	-	-1	U
サンプラザ	サンプラザ	-	-1	0	-	-1	U
サンプラー	サンプラー	-	-1	0	-	-1	U
サンプル-sample	-	-	-1	0	-	-1	U
サンペイ	さんぺい	-	-1	0	-	-1	U
サンボ-sambo	-	-	-1	0	-	-1	U
サンマリノ	サンマリノ	-	-1	0	-	-1	U
サンモン	さんもん	-	-1	0	-	-1	U
サンヨウ	さんよう	-	-1	0	-	-1	U
サンルーム	サンルーム	-	-1	0	-	-1	U
サンローラン	サンローラン	-	-1	0	-	-1	U
サヴォイア	サヴォイア	-	-1	0	-	-1	U
サー-Sir	-	-	-1	0	-	-1	U
サーカス-circus	-	-	-1	0	-	-1	U
サーガ	サーガ	-	-1	0	-	-1	U
サーキット-circuit	-	-	-1	0	-	-1	U
サーキュレーション	サーキュレーション	-	-1	0	-	-1	U
サーキュレーター	サーキュレーター	-	-1	0	-	-1	U
サーク	サーク	-	-1	0	-	-1	U
サークル-circle	-	-	-1	0	-	-1	U
サーサーン	さーさーん	-	-1	0	-	-1	U
サージ	サージ	-	-1	0	-	-1	U
サージ-serge	-	-	-1	0	-	-1	U
サージカル	さーじかる	-	-1	0	-	-1	U
サーズデー	サーズデー	-	-1	0	-	-1	U
サーチ-search	-	-	-1	0	-	-1	U
サーティー	サーティー	-	-1	0	-	-1	U
サーディン	サーディン	-	-1	0	-	-1	U
サード-third	-	-	-1	0	-	-1	U
サーバル	サーバル	-	-1	0	-	-1	U
サーバー-server	-	-	-1	0	-	-1	U
サービス-service	-	-	-1	0	-	-1	U
サービスする	さーびすする	-	-1	0	-	-1	U
サーファー-surfer	-	-	-1	0	-	-1	U
サーフィン-surfing	-	-	-1	0	-	-1	U
サーフェス	サーフェス	-	-1	0	-	-1	U
サーフボード	サーフボード	-	-1	0	-	-1	U
サーブ-serve	-	-	-1	0	-	-1	U
サーボ	サーボ	-	-1	0	-	-1	U
サーマル	サーマル	-	-1	0	-	-1	U
サーモス	サーモス	-	-1	0	-	-1	U
サーモン-salmon	-	-	-1	0	-	-1	U
サール	サール	-	-1	0	-	-1	U
サーロイン	サーロイン	-	-1	0	-	-1	U
サーン	サーン	-	-1	0	-	-1	U
サーンス	サーンス	-	-1	0	-	-1	U
ザ-the	-	-	-1	0	-	-1	U
ザイ	ザイ	-	-1	0	-	-1	U
ザイゼン	ざいぜん	-	-1	0	-	-1	U
ザイル	ザイル	-	-1	0	-	-1	U
ザイル-Seil	-	-	-1	0	-	-1	U
ザウアークラウト	ザウアークラウト	-	-1	0	-	-1	U
ザウバー	ざうばー	-	-1	0	-	-1	U
ザウルス	ザウルス	-	-1	0	-	-1	U
ザオウ	ざおう	-	-1	0	-	-1	U
ザカオ	ざかお	-	-1	0	-	-1	U
ザキ	ざき	-	-1	0	-	-1	U
ザクザク	ザクザク	-	-1	0	-	-1	U
ザクセン	ザクセン	-	-1	0	-	-1	U
ザクロ	ザクロ	-	-1	0	-	-1	U
ザグレブ	ザグレブ	-	-1	0	-	-1	U
ザッ	ざっ	-	-1	0	-	-1	U
ザックリ	ザックリ	-	-1	0	-	-1	U
ザッハトルテ	ザッハトルテ	-	-1	0	-	-1	U
ザッパ	ザッパ	-	-1	0	-	-1	U
ザップ	ザップ	-	-1	0	-	-1	U
ザビ家	-	-	-1	0	-	-1	U
ザム	ザム	-	-1	0	-	-1	U
ザメ	ざめ	-	-1	0	-	-1	U
ザラ	ザラ	-	-1	0	-	-1	U
ザラザラ	ザラザラ	-	-1	0	-	-1	U
ザルツブルク	ザルツブルク	-	-1	0	-	-1	U
ザン	ザン	-	-1	0	-	-1	U
ザン-than	-	-	-1	0	-	-1	U
ザンビア	ザンビア	-	-1	0	-	-1	U
ザ・キング・オブ・ファイターズ	ざ・きんぐ・おぶ・ふぁいたーず	-	-1	0	-	-1	U
ザ・ハングマン	ざ・はんぐまん	-	-1	0	-	-1	U
ザ・ビートルズ	ザ・ビートルズ	-	-1	0	-	-1	U
ザ・ベスト	ざ・べすと	-	-1	0	-	-1	U
ザー	ざー	-	-1	0	-	-1	U
ザース	ザース	-	-1	0	-	-1	U
ザーッ	ザーッ	-	-1	0	-	-1	U
ザーメン	ザーメン	-	-1	0	-	-1	U
ザール	ザール	-	-1	0	-	-1	U
シア-shea	-	-	-1	0	-	-1	U
シアオシン	しあおしん	-	-1	0	-	-1	U
シアター-theater	-	-	-1	0	-	-1	U
シアン-cyan	-	-	-1	0	-	-1	U
シアー	しあー	-	-1	0	-	-1	U
シイチ	しいち	-	-1	0	-	-1	U
シイナ	シイナ	-	-1	0	-	-1	U
シェ-chez	-	-	-1	0	-	-1	U
シェア-share	-	-	-1	0	-	-1	U
シェアハウス	シェアハウス	-	-1	0	-	-1	U
シェアハピ	しぇあはぴ	-	-1	0	-	-1	U
シェイド	シェイド	-	-1	0	-	-1	U
シェイプ	シェイプ	-	-1	0	-	-1	U
シェケル-Sheqel	-	-	-1	0	-	-1	U
シェパード-shepherd	-	-	-1	0	-	-1	U
シェパードール	しぇぱーどーる	-	-1	0	-	-1	U
シェフ-chef	-	-	-1	0	-	-1	U
シェフィールド	シェフィールド	-	-1	0	-	-1	U
シェル-shell	-	-	-1	0	-	-1	U
シェルター-shelter	-	-	-1	0	-	-1	U
シェーカー	シェーカー	-	-1	0	-	-1	U
シェーク	シェーク	-	-1	0	-	-1	U
シェーディング	シェーディング	-	-1	0	-	-1	U
シェード	シェード	-	-1	0	-	-1	U
シェード-shade	-	-	-1	0	-	-1	U
シェーパー	しぇーぱー	-	-1	0	-	-1	U
シェープ-shape	-	-	-1	0	-	-1	U
シェーリング	しぇーりんぐ	-	-1	0	-	-1	U
シェーン-schÖn	-	-	-1	0	-	-1	U
シエシエ	シエシエ	-	-1	0	-	-1	U
シエスタ	シエスタ	-	-1	0	-	-1	U
シエラ-sierra	-	-	-1	0	-	-1	U
シエラレオネ	シエラレオネ	-	-1	0	-	-1	U
シエル	シエル	-	-1	0	-	-1	U
シエル-ciel	-	-	-1	0	-	-1	U
シオカリ	しおかり	-	-1	0	-	-1	U
シオカワ	しおかわ	-	-1	0	-	-1	U
シオガマ	しおがま	-	-1	0	-	-1	U
シオジリ	しおじり	-	-1	0	-	-1	U
シオヅ	しおづ	-	-1	0	-	-1	U
シオノ	しおの	-	-1	0	-	-1	U
シオムラ	しおむら	-	-1	0	-	-1	U
シカコ	しかこ	-	-1	0	-	-1	U
シガラキ	しがらき	-	-1	0	-	-1	U
シガー	シガー	-	-1	0	-	-1	U
シキテイ	しきてい	-	-1	0	-	-1	U
シキナ	しきな	-	-1	0	-	-1	U
シギノ	しぎの	-	-1	0	-	-1	U
シク	シク	-	-1	0	-	-1	U
シクロ	シクロ	-	-1	0	-	-1	U
シグ	シグ	-	-1	0	-	-1	U
シグナル-signal	-	-	-1	0	-	-1	U
シグネチャー	シグネチャー	-	-1	0	-	-1	U
シケ	シケ	-	-1	0	-	-1	U
シケイン	シケイン	-	-1	0	-	-1	U
シゲオ	シゲオ	-	-1	0	-	-1	U
シゲキ	シゲキ	-	-1	0	-	-1	U
シゲコ	しげこ	-	-1	0	-	-1	U
シゲジ	しげじ	-	-1	0	-	-1	U
シゲタ	しげた	-	-1	0	-	-1	U
シゲナリ	しげなり	-	-1	0	-	-1	U
シゲノブ	しげのぶ	-	-1	0	-	-1	U
シゲヒロ	しげひろ	-	-1	0	-	-1	U
シゲピー	しげぴー	-	-1	0	-	-1	U
シゲミ	シゲミ	-	-1	0	-	-1	U
シゲムラ	しげむら	-	-1	0	-	-1	U
シコ	シコ	-	-1	0	-	-1	U
シコクチュウオウ	しこくちゅうおう	-	-1	0	-	-1	U
シコシコ	シコシコ	-	-1	0	-	-1	U
シザーマン	しざーまん	-	-1	0	-	-1	U
シシ	シシ	-	-1	0	-	-1	U
シシド	ししど	-	-1	0	-	-1	U
シシノビ	ししのび	-	-1	0	-	-1	U
シシャモ-susam	-	-	-1	0	-	-1	U
シシー-sissy	-	-	-1	0	-	-1	U
シジミ	シジミ	-	-1	0	-	-1	U
シス-Sith	-	-	-1	0	-	-1	U
シスイ	シスイ	-	-1	0	-	-1	U
シスコン	シスコン	-	-1	0	-	-1	U
シスコン-sister complex	-	-	-1	0	-	-1	U
シスター-sister	-	-	-1	0	-	-1	U
シスターズ	シスターズ	-	-1	0	-	-1	U
システィナ	しすてぃな	-	-1	0	-	-1	U
システィーナ	しすてぃーな	-	-1	0	-	-1	U
システマ	しすてま	-	-1	0	-	-1	U
システム-system	-	-	-1	0	-	-1	U
システムズ	システムズ	-	-1	0	-	-1	U
シスプラチン	シスプラチン	-	-1	0	-	-1	U
シズク	シズク	-	-1	0	-	-1	U
シズコ	シズコ	-	-1	0	-	-1	U
シズナイ	しずない	-	-1	0	-	-1	U
シズル	シズル	-	-1	0	-	-1	U
シソ	シソ	-	-1	0	-	-1	U
シダ	シダ	-	-1	0	-	-1	U
シチジョウ	シチジョウ	-	-1	0	-	-1	U
シチタ	しちた	-	-1	0	-	-1	U
シチダ	しちだ	-	-1	0	-	-1	U
シチュ	シチュ	-	-1	0	-	-1	U
シチュエーション-situation	-	-	-1	0	-	-1	U
シチュー-stew	-	-	-1	0	-	-1	U
シチロウ	しちろう	-	-1	0	-	-1	U
シッ	シッ	-	-1	0	-	-1	U
シック-chic	-	-	-1	0	-	-1	U
シックス-six	-	-	-1	0	-	-1	U
シックスティー	シックスティー	-	-1	0	-	-1	U
シッシ	シッシ	-	-1	0	-	-1	U
シッシッ	シッシッ	-	-1	0	-	-1	U
シッター-sitter	-	-	-1	0	-	-1	U
シット	シット	-	-1	0	-	-1	U
シッピング	シッピング	-	-1	0	-	-1	U
シップ-ship	-	-	-1	0	-	-1	U
シティー-city	-	-	-1	0	-	-1	U
シトシン	シトシン	-	-1	0	-	-1	U
シトリン	シトリン	-	-1	0	-	-1	U
シトルリン	シトルリン	-	-1	0	-	-1	U
シトロン	シトロン	-	-1	0	-	-1	U
シドニー-Sydney	-	-	-1	0	-	-1	U
シナイ	シナイ	-	-1	0	-	-1	U
シナゴーグ	シナゴーグ	-	-1	0	-	-1	U
シナジー-synergy	-	-	-1	0	-	-1	U
シナトラ	シナトラ	-	-1	0	-	-1	U
シナプス-synapse	-	-	-1	0	-	-1	U
シナモン-cinnamon	-	-	-1	0	-	-1	U
シナリオ-scenario	-	-	-1	0	-	-1	U
シナリー	しなりー	-	-1	0	-	-1	U
シニア-senior	-	-	-1	0	-	-1	U
シニョン	シニョン	-	-1	0	-	-1	U
シニョン-chignon	-	-	-1	0	-	-1	U
シネ-cinema	-	-	-1	0	-	-1	U
シネクドキ	しねくどき	-	-1	0	-	-1	U
シネマズ	しねまず	-	-1	0	-	-1	U
シノア	シノア	-	-1	0	-	-1	U
シノザキ	しのざき	-	-1	0	-	-1	U
シノヅカ	しのづか	-	-1	0	-	-1	U
シノニム	シノニム	-	-1	0	-	-1	U
シノノメ	しののめ	-	-1	0	-	-1	U
シノヤマ	しのやま	-	-1	0	-	-1	U
シバさん	しばさん	-	-1	0	-	-1	U
シバサキチョウ	しばさきちょう	-	-1	0	-	-1	U
シバター	しばたー	-	-1	0	-	-1	U
シバナン	しばなん	-	-1	0	-	-1	U
シバヤマ	しばやま	-	-1	0	-	-1	U
シビ	シビ	-	-1	0	-	-1	U
シビア-severe	-	-	-1	0	-	-1	U
シビック	シビック	-	-1	0	-	-1	U
シピボ	しぴぼ	-	-1	0	-	-1	U
シフター-sifter	-	-	-1	0	-	-1	U
シフト-shift	-	-	-1	0	-	-1	U
シフトする	しふとする	-	-1	0	-	-1	U
シブカワ	シブカワ	-	-1	0	-	-1	U
シブガキ	しぶがき	-	-1	0	-	-1	U
シブキ	シブキ	-	-1	0	-	-1	U
シブサワ	しぶさわ	-	-1	0	-	-1	U
シブツタ	しぶつた	-	-1	0	-	-1	U
シベリア-Siberia	-	-	-1	0	-	-1	U
シベリアン	しべりあん	-	-1	0	-	-1	U
シマイ	シマイ	-	-1	0	-	-1	U
シマウマ	シマウマ	-	-1	0	-	-1	U
シマエリ	しまえり	-	-1	0	-	-1	U
シマオ	しまお	-	-1	0	-	-1	U
シマクラ	しまくら	-	-1	0	-	-1	U
シマヅ	しまづ	-	-1	0	-	-1	U
シマノ	しまの	-	-1	0	-	-1	U
シマノトペ	しまのとぺ	-	-1	0	-	-1	U
シマバラ	しまばら	-	-1	0	-	-1	U
シマベ	しまべ	-	-1	0	-	-1	U
シマワキ	しまわき	-	-1	0	-	-1	U
シマント	シマント	-	-1	0	-	-1	U
シミュレーション-simulation	-	-	-1	0	-	-1	U
シメ	シメ	-	-1	0	-	-1	U
シメる	しめる	-	-1	0	-	-1	U
シモ	シモ	-	-1	0	-	-1	U
シモウサ	しもうさ	-	-1	0	-	-1	U
シモキタ	しもきた	-	-1	0	-	-1	U
シモタカ	しもたか	-	-1	0	-	-1	U
シモヌマ	しもぬま	-	-1	0	-	-1	U
シモノセキ	しものせき	-	-1	0	-	-1	U
シモヤナギ	しもやなぎ	-	-1	0	-	-1	U
シモンズ	シモンズ	-	-1	0	-	-1	U
シャ	シャ	-	-1	0	-	-1	U
シャイ-shy	-	-	-1	0	-	-1	U
シャイニング	シャイニング	-	-1	0	-	-1	U
シャイニング-shining	-	-	-1	0	-	-1	U
シャイン-shine	-	-	-1	0	-	-1	U
シャウト	シャウト	-	-1	0	-	-1	U
シャカシャカ	シャカシャカ	-	-1	0	-	-1	U
シャキ	シャキ	-	-1	0	-	-1	U
シャキシャキ	シャキシャキ	-	-1	0	-	-1	U
シャキッ	しゃきっ	-	-1	0	-	-1	U
シャキーン	シャキーン	-	-1	0	-	-1	U
シャク	シャク	-	-1	0	-	-1	U
シャクシャイン	シャクシャイン	-	-1	0	-	-1	U
シャケ	シャケ	-	-1	0	-	-1	U
シャシ	シャシ	-	-1	0	-	-1	U
シャシー	シャシー	-	-1	0	-	-1	U
シャッ	しゃっ	-	-1	0	-	-1	U
シャック	シャック	-	-1	0	-	-1	U
シャッター-shutter	-	-	-1	0	-	-1	U
シャッター音	-	-	-1	0	-	-1	U
シャット	シャット	-	-1	0	-	-1	U
シャッフル-shuffle	-	-	-1	0	-	-1	U
シャツ-shirt	-	-	-1	0	-	-1	U
シャトル-shuttle	-	-	-1	0	-	-1	U
シャトルバス	シャトルバス	-	-1	0	-	-1	U
シャトレーゼ	しゃとれーぜ	-	-1	0	-	-1	U
シャトー-chateau	-	-	-1	0	-	-1	U
シャドー-shadow	-	-	-1	0	-	-1	U
シャノン	シャノン	-	-1	0	-	-1	U
シャノン-Shannon	-	-	-1	0	-	-1	U
シャバ	シャバ	-	-1	0	-	-1	U
シャヒーン-Shaheen	-	-	-1	0	-	-1	U
シャビー	しゃびー	-	-1	0	-	-1	U
シャフト-shaft	-	-	-1	0	-	-1	U
シャブ	シャブ	-	-1	0	-	-1	U
シャベル-shovel	-	-	-1	0	-	-1	U
シャボン-sabao	-	-	-1	0	-	-1	U
シャボン玉	シャボンだま	-	-1	0	-	-1	U
シャモ	シャモ	-	-1	0	-	-1	U
シャモニー	シャモニー	-	-1	0	-	-1	U
シャラポワ	シャラポワ	-	-1	0	-	-1	U
シャリ	しゃり	-	-1	0	-	-1	U
シャリオ	しゃりお	-	-1	0	-	-1	U
シャルドネ	シャルドネ	-	-1	0	-	-1	U
シャルパンティエ	シャルパンティエ	-	-1	0	-	-1	U
シャルロット	シャルロット	-	-1	0	-	-1	U
シャレる	しゃれる	-	-1	0	-	-1	U
シャワー-shower	-	-	-1	0	-	-1	U
シャワーを浴びる	シャワーをあびる	-	-1	0	-	-1	U
シャワー室	シャワーしつ	-	-1	0	-	-1	U
シャン-Schon	-	-	-1	0	-	-1	U
シャンク	シャンク	-	-1	0	-	-1	U
シャンゼリゼ	シャンゼリゼ	-	-1	0	-	-1	U
シャンソン	シャンソン	-	-1	0	-	-1	U
シャンティー	シャンティー	-	-1	0	-	-1	U
シャンデリア-chandelier	-	-	-1	0	-	-1	U
シャント-shunt	-	-	-1	0	-	-1	U
シャンパン-champagne	-	-	-1	0	-	-1	U
シャンプー-shampoo	-	-	-1	0	-	-1	U
シャー-shah	-	-	-1	0	-	-1	U
シャーっ	シャーっ	-	-1	0	-	-1	U
シャーク-shark	-	-	-1	0	-	-1	U
シャーシ	シャーシ	-	-1	0	-	-1	U
シャーシー	シャーシー	-	-1	0	-	-1	U
シャーシー-chassis	-	-	-1	0	-	-1	U
シャープ-sharp	-	-	-1	0	-	-1	U
シャーマン-shaman	-	-	-1	0	-	-1	U
シャーリング	シャーリング	-	-1	0	-	-1	U
シャーリーン	シャーリーン	-	-1	0	-	-1	U
シャーロッキアン-Sherlockian	-	-	-1	0	-	-1	U
シュウコ	しゅうこ	-	-1	0	-	-1	U
シュウサク	しゅうさく	-	-1	0	-	-1	U
シュウジ	シュウジ	-	-1	0	-	-1	U
シュウタ	シュウタ	-	-1	0	-	-1	U
シュウタロウ	しゅうたろう	-	-1	0	-	-1	U
シュウマイ	シュウマイ	-	-1	0	-	-1	U
シュウヤ	シュウヤ	-	-1	0	-	-1	U
シュウユ	しゅうゆ	-	-1	0	-	-1	U
シュガー-sugar	-	-	-1	0	-	-1	U
シュゴ	シュゴ	-	-1	0	-	-1	U
シュシ	シュシ	-	-1	0	-	-1	U
シュシュ-scrunchy	-	-	-1	0	-	-1	U
シュタイナー	シュタイナー	-	-1	0	-	-1	U
シュタット	しゅたっと	-	-1	0	-	-1	U
シュッ	しゅっ	-	-1	0	-	-1	U
シュッシュッ	シュッシュッ	-	-1	0	-	-1	U
シュテファン	シュテファン	-	-1	0	-	-1	U
シュトゥットガルト	シュトゥットガルト	-	-1	0	-	-1	U
シュトレーゼマン-Stresemann	-	-	-1	0	-	-1	U
シュトーレン	シュトーレン	-	-1	0	-	-1	U
シュナイダー	シュナイダー	-	-1	0	-	-1	U
シュナウザー	しゅなうざー	-	-1	0	-	-1	U
シュノーケリング	シュノーケリング	-	-1	0	-	-1	U
シュノーケル	シュノーケル	-	-1	0	-	-1	U
シュバルツ	しゅばるつ	-	-1	0	-	-1	U
シュバルツ-外国	-	-	-1	0	-	-1	U
シュプリーム-supreme	-	-	-1	0	-	-1	U
シュミレーション	シュミレーション	-	-1	0	-	-1	U
シュメール	シュメール	-	-1	0	-	-1	U
シュラクサイ	しゅらくさい	-	-1	0	-	-1	U
シュラスコ	シュラスコ	-	-1	0	-	-1	U
シュラッグ-shrug	-	-	-1	0	-	-1	U
シュラフ-Schlaf	-	-	-1	0	-	-1	U
シュリ	しゅり	-	-1	0	-	-1	U
シュリンプ	シュリンプ	-	-1	0	-	-1	U
シュリンプ-shrimp	-	-	-1	0	-	-1	U
シュル	シュル	-	-1	0	-	-1	U
シュルツ	シュルツ	-	-1	0	-	-1	U
シュルレアリスム	シュルレアリスム	-	-1	0	-	-1	U
シュレディンガー-Schrodinger	-	-	-1	0	-	-1	U
シュレースヴィヒ	しゅれーすゔぃひ	-	-1	0	-	-1	U
シュワ	シュワ	-	-1	0	-	-1	U
シュワシュワ	シュワシュワ	-	-1	0	-	-1	U
シュンイチ	しゅんいち	-	-1	0	-	-1	U
シュンジ	しゅんじ	-	-1	0	-	-1	U
シュンペイ	しゅんぺい	-	-1	0	-	-1	U
シュヴァーベン	シュヴァーベン	-	-1	0	-	-1	U
シュー-chou	-	-	-1	0	-	-1	U
シューっ	しゅーっ	-	-1	0	-	-1	U
シューズ-shoes	-	-	-1	0	-	-1	U
シューティング-shooting	-	-	-1	0	-	-1	U
シューティング・スター	シューティング・スター	-	-1	0	-	-1	U
シュート-shoot	-	-	-1	0	-	-1	U
シューベルト-Schubert	-	-	-1	0	-	-1	U
シューマッハ	シューマッハ	-	-1	0	-	-1	U
シューマッハー	しゅーまっはー	-	-1	0	-	-1	U
シューマン	シューマン	-	-1	0	-	-1	U
シューマン-Schumann	-	-	-1	0	-	-1	U
シュール-surrealisme	-	-	-1	0	-	-1	U
ショ	ショ	-	-1	0	-	-1	U
ショア-shore	-	-	-1	0	-	-1	U
ショウイチロウ	しょういちろう	-	-1	0	-	-1	U
ショウエイ	ショウエイ	-	-1	0	-	-1	U
ショウカク	ショウカク	-	-1	0	-	-1	U
ショウキチ	しょうきち	-	-1	0	-	-1	U
ショウゴロウ	しょうごろう	-	-1	0	-	-1	U
ショウシ	ショウシ	-	-1	0	-	-1	U
ショウジ	しょうじ	-	-1	0	-	-1	U
ショウスケ	しょうすけ	-	-1	0	-	-1	U
ショウナイ	しょうない	-	-1	0	-	-1	U
ショウニチ	しょうにち	-	-1	0	-	-1	U
ショウハク	しょうはく	-	-1	0	-	-1	U
ショウブ	ショウブ	-	-1	0	-	-1	U
ショウマ	ショウマ	-	-1	0	-	-1	U
ショウム	しょうむ	-	-1	0	-	-1	U
ショコラ-chocolat	-	-	-1	0	-	-1	U
ショスタコ	しょすたこ	-	-1	0	-	-1	U
ショスタコビッチ	ショスタコビッチ	-	-1	0	-	-1	U
ショスタコービッチ	しょすたこーびっち	-	-1	0	-	-1	U
ショスタコーヴィチ	ショスタコーヴィチ	-	-1	0	-	-1	U
ショタ	ショタ	-	-1	0	-	-1	U
ショック-shock	-	-	-1	0	-	-1	U
ショット-shot	-	-	-1	0	-	-1	U
ショットガン	ショットガン	-	-1	0	-	-1	U
ショッピング-shopping	-	-	-1	0	-	-1	U
ショッピングセンター	ショッピングセンター	-	-1	0	-	-1	U
ショッピー	しょっぴー	-	-1	0	-	-1	U
ショップ-shop	-	-	-1	0	-	-1	U
ショパン-Chopin	-	-	-1	0	-	-1	U
ショボい	ショボい	-	-1	0	-	-1	U
ショル	ショル	-	-1	0	-	-1	U
ショルダー-shoulder	-	-	-1	0	-	-1	U
ション-外国	-	-	-1	0	-	-1	U
ションベン	ションベン	-	-1	0	-	-1	U
ショー-Shaw	-	-	-1	0	-	-1	U
ショー-show	-	-	-1	0	-	-1	U
ショーケン	ショーケン	-	-1	0	-	-1	U
ショーケース	ショーケース	-	-1	0	-	-1	U
ショーケース-showcase	-	-	-1	0	-	-1	U
ショータイム	しょーたいむ	-	-1	0	-	-1	U
ショーツ-shorts	-	-	-1	0	-	-1	U
ショート-short	-	-	-1	0	-	-1	U
ショートカットキー	ショートカットキー	-	-1	0	-	-1	U
ショートトン	しょーととん	-	-1	0	-	-1	U
ショートニング	ショートニング	-	-1	0	-	-1	U
ショートプログラム	ショートプログラム	-	-1	0	-	-1	U
ショール	ショール	-	-1	0	-	-1	U
ショーロンポー	ショーロンポー	-	-1	0	-	-1	U
シラ	シラ	-	-1	0	-	-1	U
シラエ	しらえ	-	-1	0	-	-1	U
シラカミ	しらかみ	-	-1	0	-	-1	U
シラコ	しらこ	-	-1	0	-	-1	U
シラサワ	しらさわ	-	-1	0	-	-1	U
シラス	シラス	-	-1	0	-	-1	U
シラセ	シラセ	-	-1	0	-	-1	U
シラト	しらと	-	-1	0	-	-1	U
シラネ	シラネ	-	-1	0	-	-1	U
シラハマ	シラハマ	-	-1	0	-	-1	U
シラバス	シラバス	-	-1	0	-	-1	U
シラヒゲ	しらひげ	-	-1	0	-	-1	U
シラフ	シラフ	-	-1	0	-	-1	U
シラミ	シラミ	-	-1	0	-	-1	U
シラヤマ	しらやま	-	-1	0	-	-1	U
シリ	シリ	-	-1	0	-	-1	U
シリアス-serious	-	-	-1	0	-	-1	U
シリアル-serial	-	-	-1	0	-	-1	U
シリコン-silicon	-	-	-1	0	-	-1	U
シリコンバレー	シリコンバレー	-	-1	0	-	-1	U
シリコーン	シリコーン	-	-1	0	-	-1	U
シリル	シリル	-	-1	0	-	-1	U
シリング	シリング	-	-1	0	-	-1	U
シリング-shilling	-	-	-1	0	-	-1	U
シリンダ	シリンダ	-	-1	0	-	-1	U
シリンダー-cylinder	-	-	-1	0	-	-1	U
シリーズ-series	-	-	-1	0	-	-1	U
シル-sill	-	-	-1	0	-	-1	U
シル-外国	-	-	-1	0	-	-1	U
シルエット-silhouette	-	-	-1	0	-	-1	U
シルキー	シルキー	-	-1	0	-	-1	U
シルキー-silky	-	-	-1	0	-	-1	U
シルク-silk	-	-	-1	0	-	-1	U
シルクロード	シルクロード	-	-1	0	-	-1	U
シルコンフレックス	しるこんふれっくす	-	-1	0	-	-1	U
シルバニア	シルバニア	-	-1	0	-	-1	U
シルバー-silver	-	-	-1	0	-	-1	U
シルム	しるむ	-	-1	0	-	-1	U
シルヴィア	シルヴィア	-	-1	0	-	-1	U
シロイ	しろい	-	-1	0	-	-1	U
シロカワ	しろかわ	-	-1	0	-	-1	U
シロガネ	シロガネ	-	-1	0	-	-1	U
シロクマ	シロクマ	-	-1	0	-	-1	U
シロサワ	しろさわ	-	-1	0	-	-1	U
シロタ	シロタ	-	-1	0	-	-1	U
シロッコ	シロッコ	-	-1	0	-	-1	U
シロッコ-sirocco	-	-	-1	0	-	-1	U
シロップ-siroop	-	-	-1	0	-	-1	U
シロネ	シロネ	-	-1	0	-	-1	U
シロメグリ	しろめぐり	-	-1	0	-	-1	U
シロヤマ	しろやま	-	-1	0	-	-1	U
シンイチロウ	しんいちろう	-	-1	0	-	-1	U
シンエイ	シンエイ	-	-1	0	-	-1	U
シンエツ	しんえつ	-	-1	0	-	-1	U
シンカイ	シンカイ	-	-1	0	-	-1	U
シンカー	シンカー	-	-1	0	-	-1	U
シンガー-singer	-	-	-1	0	-	-1	U
シンキチ	しんきち	-	-1	0	-	-1	U
シンキング-thinking	-	-	-1	0	-	-1	U
シンギュラリティ	シンギュラリティ	-	-1	0	-	-1	U
シンク-think	-	-	-1	0	-	-1	U
シンクレア	シンクレア	-	-1	0	-	-1	U
シンクロ-synchro	-	-	-1	0	-	-1	U
シンクロウ	しんくろう	-	-1	0	-	-1	U
シンクロニシティ	シンクロニシティ	-	-1	0	-	-1	U
シンクロン	しんくろん	-	-1	0	-	-1	U
シング	シング	-	-1	0	-	-1	U
シング-sing	-	-	-1	0	-	-1	U
シングウ	しんぐう	-	-1	0	-	-1	U
シングル-single	-	-	-1	0	-	-1	U
シングルス-singles	-	-	-1	0	-	-1	U
シンゲン	シンゲン	-	-1	0	-	-1	U
シンコペーション	シンコペーション	-	-1	0	-	-1	U
シンサイバシ	しんさいばし	-	-1	0	-	-1	U
